Sample	Chromosome	Start_Position.bp.	End_Position.bp.	Length.snp.	Median_Ratio	Median_logR	TITAN_state	TITAN_call	Copy_Number	MinorCN	MajorCN	Clonal_Cluster	Cellular_Prevalence	logR_Copy_Number	Corrected_Ratio	Corrected_Copy_Number	Corrected_Call	Corrected_MajorCN	Corrected_MinorCN
IIICF_a2	chr1	54360467	55359231	449	0.666667	0.228103	3	HET	2	1	1	NA	NA	2.34719580975285	0.668577251518823	2	NEUT	1	1
IIICF_a2	chr1	55383884	55479198	74	0.656696	0.420777	5	GAIN	3	1	2	1	1	2.68640708388201	0.658265192930766	3	GAIN	2	1
IIICF_a2	chr1	55500025	55529828	48	0.666667	0.206591	3	HET	2	1	1	NA	NA	2.31205829291225	0.668606282575314	2	NEUT	1	1
IIICF_a2	chr1	55531136	55679042	96	0.655172	0.381645	5	GAIN	3	1	2	1	1	2.61379979988837	0.656769097000456	3	GAIN	2	1
IIICF_a2	chr1	55681945	55760473	142	0.619048	0.2854	3	HET	2	1	1	NA	NA	2.44338109028426	0.620358753879665	2	NEUT	1	1
IIICF_a2	chr1	55766607	59159954	2925	0.652174	0.395183	5	GAIN	3	1	2	1	1	2.63869632042772	0.653725462567378	3	GAIN	2	1
IIICF_a2	chr1	59161579	59206384	43	0.666667	0.222741	3	HET	2	1	1	NA	NA	2.33838848255316	0.668584446307151	2	NEUT	1	1
IIICF_a2	chr1	59252054	61189435	1048	0.657143	0.387212	5	GAIN	3	1	2	1	1	2.62400929553285	0.658754090465224	3	GAIN	2	1
IIICF_a2	chr1	61192378	61959657	301	0.653846	0.315895	3	HET	2	1	1	NA	NA	2.49615252796612	0.655504079486168	2	NEUT	1	1
IIICF_a2	chr1	61961473	62059647	95	0.666667	0.395349	5	GAIN	3	1	2	1	1	2.63900304833977	0.668366025836055	3	GAIN	2	1
IIICF_a2	chr1	62060860	62489687	218	0.647059	0.183578	3	HET	2	1	1	NA	NA	2.27504460014486	0.648797969440536	2	NEUT	1	1
IIICF_a2	chr1	62490028	62509913	51	0.666667	0.444285	5	GAIN	3	1	2	1	1	2.73098128614521	0.668308803399863	3	GAIN	2	1
IIICF_a2	chr1	62510457	63869488	825	0.666667	0.283682	3	HET	2	1	1	NA	NA	2.44044116123898	0.668504263865145	2	NEUT	1	1
IIICF_a2	chr1	63870913	65429851	980	0.65	0.364984	5	GAIN	3	1	2	1	1	2.58347900183815	0.651561983995583	3	GAIN	2	1
IIICF_a2	chr1	65430491	65719415	143	0.636364	0.270848	3	HET	2	1	1	NA	NA	2.41858938038285	0.637880798348156	2	NEUT	1	1
IIICF_a2	chr1	65723174	67839543	1601	0.659574	0.435949	5	GAIN	3	1	2	1	1	2.71509197694052	0.661155130956791	3	GAIN	2	1
IIICF_a2	chr1	67840698	68009663	166	0.652174	0.260375	3	HET	2	1	1	NA	NA	2.40090102832486	0.653879125917114	2	NEUT	1	1
IIICF_a2	chr1	68031411	70625771	1638	0.65	0.427999	5	GAIN	3	1	2	1	1	2.70002371721865	0.651494562002571	3	GAIN	2	1
IIICF_a2	chr1	70653068	70958217	199	0.65625	0.251486	3	HET	2	1	1	NA	NA	2.3859883847413	0.658011740578	2	NEUT	1	1
IIICF_a2	chr1	70960594	85968780	10463	0.59375	0.594391	5	GAIN	3	1	2	1	1	3.03338598258504	0.594581445634713	3	GAIN	2	1
IIICF_a2	chr1	85980350	86009218	253	0.65	0.145801	3	HET	2	1	1	NA	NA	2.21555039855822	0.651821377142412	2	NEUT	1	1
IIICF_a2	chr1	86010248	86367824	125	0.571429	0.677396	5	GAIN	3	1	2	1	1	3.21462239568213	0.572026771025675	3	GAIN	2	1
IIICF_a2	chr1	86371149	87237194	539	0.564103	0.855444	8	BCNA	4	2	2	1	1	3.64040348991286	0.56457671712999	4	AMP	2	2
IIICF_a2	chr1	87239636	87479497	271	0.571429	0.770888	5	GAIN	3	1	2	1	1	3.43164111261239	0.571988967684139	3	GAIN	2	1
IIICF_a2	chr1	87480920	88078600	284	0.560976	0.852725	8	BCNA	4	2	2	1	1	3.6334983479296	0.561427465139197	4	AMP	2	2
IIICF_a2	chr1	88080428	88192230	104	0.561738	0.70801	5	GAIN	3	1	2	1	1	3.28414257680539	0.562243732437333	3	GAIN	2	1
IIICF_a2	chr1	88210213	88467667	88	0.5625	0.852515	8	BCNA	4	2	2	1	1	3.63296557545669	0.562962816667951	4	AMP	2	2
IIICF_a2	chr1	88472560	88503824	41	0.56	0.670557	5	GAIN	3	1	2	1	1	3.19929252677543	0.560504530651076	3	GAIN	2	1
IIICF_a2	chr1	88508392	88728999	101	0.566667	0.867728	8	BCNA	4	2	2	1	1	3.67176252111817	0.5671554572775	4	AMP	2	2
IIICF_a2	chr1	88733168	95431796	3131	0.589744	0.636526	5	GAIN	3	1	2	1	1	3.12408199448504	0.590516810929526	3	GAIN	2	1
IIICF_a2	chr1	95435161	95599964	125	0.677419	0.35129	3	HET	2	1	1	NA	NA	2.55881859590494	0.679284309428638	2	NEUT	1	1
IIICF_a2	chr1	95600822	97848488	1446	0.666667	0.44596	5	GAIN	3	1	2	1	1	2.73418510791282	0.66830687959249	3	GAIN	2	1
IIICF_a2	chr1	97849281	97859814	41	0.653846	0.190127	3	HET	2	1	1	NA	NA	2.28551785949984	0.655656889065584	2	NEUT	1	1
IIICF_a2	chr1	97870078	109328836	6620	0.65625	0.481662	5	GAIN	3	1	2	1	1	2.80336548715263	0.6577494450689	3	GAIN	2	1
IIICF_a2	chr1	109330016	110313033	228	0.666667	0.283527	3	HET	2	1	1	NA	NA	2.44017608948761	0.668504463443672	2	NEUT	1	1
IIICF_a2	chr1	110318010	112186337	1262	0.666667	0.395623	5	GAIN	3	1	2	1	1	2.63950941138159	0.668365699895224	3	GAIN	2	1
IIICF_a2	chr1	112191132	112239851	51	0.6875	0.23403	3	HET	2	1	1	NA	NA	2.3569693401474	0.68964011738775	2	NEUT	1	1
IIICF_a2	chr1	112240657	112566318	201	0.576923	0.75316	5	GAIN	3	1	2	1	1	3.38940218878522	0.577533552992894	3	GAIN	2	1
IIICF_a2	chr1	112574267	112818557	302	0.566667	0.827728	8	BCNA	4	2	2	1	1	3.57062233564861	0.567169293145592	4	AMP	2	2
IIICF_a2	chr1	112820711	113769357	460	0.571429	0.712009	5	GAIN	3	1	2	1	1	3.2933331794041	0.572012484276247	3	GAIN	2	1
IIICF_a2	chr1	113779022	114167780	250	0.559412	0.877061	8	BCNA	4	2	2	1	1	3.69576727311424	0.559844473811313	4	AMP	2	2
IIICF_a2	chr1	114190167	115549686	712	0.6	0.610897	5	GAIN	3	1	2	1	1	3.06860006837328	0.600876697899994	3	GAIN	2	1
IIICF_a2	chr1	115570468	115576482	24	0.547727	1.199802	11	UBCNA	5	2	3	1	1	4.62905740103382	0.548004371494839	5	HLAMP	3	2
IIICF_a2	chr1	115580118	116279406	425	0.566667	0.968868	8	BCNA	4	2	2	1	1	3.94036215155581	0.567122160986658	4	AMP	2	2
IIICF_a2	chr1	116280144	116289824	26	0.564583	0.692102	5	GAIN	3	1	2	1	1	3.2478336071646	0.565117951857923	3	GAIN	2	1
IIICF_a2	chr1	116290048	116408574	145	0.567568	0.829822	8	BCNA	4	2	2	1	1	3.57584775486297	0.568076337677882	4	AMP	2	2
IIICF_a2	chr1	116411637	120525480	2219	0.590909	0.657492	5	GAIN	3	1	2	1	1	3.1702081020431	0.59168045281062	3	GAIN	2	1
IIICF_a2	chr1	144870442	145118473	1118	0.660714	0.231843	3	HET	2	1	1	NA	NA	2.35335833601056	0.662551197757267	2	NEUT	1	1
IIICF_a2	chr1	145395604	147166631	391	1	-0.376577	2	NLOH	2	0	2	1	1	1.53434550023619	1	2	NEUT	2	0
IIICF_a2	chr1	147247291	147714243	24	0.689904	-0.350485	3	HET	2	1	1	NA	NA	1.56283847812785	0.693172965023457	2	NEUT	1	1
IIICF_a2	chr1	147732635	149185954	70	1	-0.328456	2	NLOH	2	0	2	1	1	1.58729904325448	1	2	NEUT	2	0
IIICF_a2	chr1	149203982	149239973	442	0.615385	-0.480915	3	HET	2	1	1	NA	NA	1.42541988232148	0.617562693720565	2	NEUT	1	1
IIICF_a2	chr1	149881363	151802639	607	1	-0.489876	1	DLOH	1	0	1	1	1	1.41642704249938	1	1	HETD	1	0
IIICF_a2	chr1	151846267	153228359	646	1	-0.322182	2	NLOH	2	0	2	1	1	1.59433417714463	1	2	NEUT	2	0
IIICF_a2	chr1	153229170	153229248	4	0.600198	-0.37544	3	HET	2	1	1	NA	NA	1.53557641768078	0.601953407201226	2	NEUT	1	1
IIICF_a2	chr1	153230954	153330178	93	1	-0.352984	2	NLOH	2	0	2	1	1	1.56008715269227	1	2	NEUT	2	0
IIICF_a2	chr1	153462287	154435289	201	1	-0.5767	1	DLOH	1	0	1	1	1	1.33212697331979	1	1	HETD	1	0
IIICF_a2	chr1	154510155	154747567	106	1	-0.334719	2	NLOH	2	0	2	1	1	1.58030669167426	1	2	NEUT	2	0
IIICF_a2	chr1	154750877	155549562	114	1	-0.495651	1	DLOH	1	0	1	1	1	1.41066105134226	1	1	HETD	1	0
IIICF_a2	chr1	155662172	155666541	43	0.625	-0.407557	3	HET	2	1	1	NA	NA	1.50117713110236	0.627240104765225	2	NEUT	1	1
IIICF_a2	chr1	155681142	157086131	409	1	-0.513874	1	DLOH	1	0	1	1	1	1.39261706885768	1	1	HETD	1	0
IIICF_a2	chr1	157121819	159819491	1586	1	-0.320776	2	NLOH	2	0	2	1	1	1.59591494757563	1	2	NEUT	2	0
IIICF_a2	chr1	159820026	160379575	281	1	-0.459469	1	DLOH	1	0	1	1	1	1.4471702544818	1	1	HETD	1	0
IIICF_a2	chr1	160382803	160887751	391	1	-0.386764	2	NLOH	2	0	2	1	1	1.52336021780272	1	2	NEUT	2	0
IIICF_a2	chr1	160889124	161409805	212	1	-0.576673	1	DLOH	1	0	1	1	1	1.33215240775612	1	1	HETD	1	0
IIICF_a2	chr1	161653737	162419151	741	1	-0.339739	2	NLOH	2	0	2	1	1	1.57472396739197	1	2	NEUT	2	0
IIICF_a2	chr1	162440935	162578214	81	1	-0.552792	1	DLOH	1	0	1	1	1	1.35483613061442	1	1	HETD	1	0
IIICF_a2	chr1	162580337	164351085	925	1	-0.337979	2	NLOH	2	0	2	1	1	1.57667904615936	1	2	NEUT	2	0
IIICF_a2	chr1	164352952	164655556	125	1	-0.476657	1	DLOH	1	0	1	1	1	1.42971262795348	1	1	HETD	1	0
IIICF_a2	chr1	164663211	168014796	1410	1	-0.377464	2	NLOH	2	0	2	1	1	1.53338590643254	1	2	NEUT	2	0
IIICF_a2	chr1	168024947	168025538	6	0.690066	-0.237611	3	HET	2	1	1	NA	NA	1.6922120882201	0.693087620362477	2	NEUT	1	1
IIICF_a2	chr1	168041232	168266901	152	1	-0.502242	1	DLOH	1	0	1	1	1	1.40410847462498	1	1	HETD	1	0
IIICF_a2	chr1	168273021	173689891	3061	1	-0.351142	2	NLOH	2	0	2	1	1	1.56211467863464	1	2	NEUT	2	0
IIICF_a2	chr1	173700149	175059637	111	1	-0.463035	1	DLOH	1	0	1	1	1	1.44353119587779	1	1	HETD	1	0
IIICF_a2	chr1	175059977	175848386	620	1	-0.388609	2	NLOH	2	0	2	1	1	1.52137892153043	1	2	NEUT	2	0
IIICF_a2	chr1	175850724	176268606	189	1	-0.459038	1	DLOH	1	0	1	1	1	1.44761069420439	1	1	HETD	1	0
IIICF_a2	chr1	176290100	179038609	990	1	-0.356989	2	NLOH	2	0	2	1	1	1.55568769279724	1	2	NEUT	2	0
IIICF_a2	chr1	179040646	179964879	388	1	-0.47802	1	DLOH	1	0	1	1	1	1.42833712681824	1	1	HETD	1	0
IIICF_a2	chr1	179968221	180446689	265	1	-0.364278	2	NLOH	2	0	2	1	1	1.54771205911181	1	2	NEUT	2	0
IIICF_a2	chr1	180449579	181189917	355	1	-0.45831	1	DLOH	1	0	1	1	1	1.44835493768573	1	1	HETD	1	0
IIICF_a2	chr1	181200053	182189997	508	1	-0.35637	2	NLOH	2	0	2	1	1	1.55636686157365	1	2	NEUT	2	0
IIICF_a2	chr1	182201745	182455330	142	1	-0.513844	1	DLOH	1	0	1	1	1	1.39264658724112	1	1	HETD	1	0
IIICF_a2	chr1	182460987	199862074	9099	1	-0.359299	2	NLOH	2	0	2	1	1	1.55315572471166	1	2	NEUT	2	0
IIICF_a2	chr1	199899715	200669180	419	1	-0.491153	1	DLOH	1	0	1	1	1	1.41515004625095	1	1	HETD	1	0
IIICF_a2	chr1	200671342	200829360	141	1	-0.304874	2	NLOH	2	0	2	1	1	1.61390127632166	1	2	NEUT	2	0
IIICF_a2	chr1	200832584	206915809	1890	1	-0.497209	1	DLOH	1	0	1	1	1	1.4091094310831	1	1	HETD	1	0
IIICF_a2	chr1	206921239	207863794	308	1	-0.370549	2	NLOH	2	0	2	1	1	1.54088249563148	1	2	NEUT	2	0
IIICF_a2	chr1	207868972	208425915	320	1	-0.451215	1	DLOH	1	0	1	1	1	1.4556279441203	1	1	HETD	1	0
IIICF_a2	chr1	208430761	211310251	1333	1	-0.393689	2	NLOH	2	0	2	1	1	1.51593671971793	1	2	NEUT	2	0
IIICF_a2	chr1	211314694	213629240	931	1	-0.485689	1	DLOH	1	0	1	1	1	1.42062196785302	1	1	HETD	1	0
IIICF_a2	chr1	213634267	214576614	252	1	-0.384358	2	NLOH	2	0	2	1	1	1.52594776651807	1	2	NEUT	2	0
IIICF_a2	chr1	214656066	214656697	22	0.726667	-0.441578	3	HET	2	1	1	NA	NA	1.46556418743334	0.730827769998586	2	NEUT	1	1
IIICF_a2	chr1	215017312	216707578	890	1	-0.347743	2	NLOH	2	0	2	1	1	1.56586282790631	1	2	NEUT	2	0
IIICF_a2	chr1	216709950	217256509	360	1	-0.481117	1	DLOH	1	0	1	1	1	1.4252165485982	1	1	HETD	1	0
IIICF_a2	chr1	217262288	219919922	1550	1	-0.371761	2	NLOH	2	0	2	1	1	1.53956596147109	1	2	NEUT	2	0
IIICF_a2	chr1	219920069	221071266	264	1	-0.440764	1	DLOH	1	0	1	1	1	1.46640650720353	1	1	HETD	1	0
IIICF_a2	chr1	221075869	222360665	865	1	-0.356183	2	NLOH	2	0	2	1	1	1.5565720958911	1	2	NEUT	2	0
IIICF_a2	chr1	222363149	223360161	390	1	-0.455943	1	DLOH	1	0	1	1	1	1.45077734855275	1	1	HETD	1	0
IIICF_a2	chr1	223380565	225508712	481	1	-0.395294	2	NLOH	2	0	2	1	1	1.51422126376093	1	2	NEUT	2	0
IIICF_a2	chr1	225582147	227208935	623	1	-0.518714	1	DLOH	1	0	1	1	1	1.38786279852541	1	1	HETD	1	0
IIICF_a2	chr1	227210820	227459525	392	1	-0.344305	2	NLOH	2	0	2	1	1	1.56966297720779	1	2	NEUT	2	0
IIICF_a2	chr1	227460190	230542201	1330	1	-0.490441	1	DLOH	1	0	1	1	1	1.41586190473766	1	1	HETD	1	0
IIICF_a2	chr1	230551909	234270353	1965	1	-0.395221	2	NLOH	2	0	2	1	1	1.51429924619459	1	2	NEUT	2	0
IIICF_a2	chr1	234273318	234908170	399	1	-0.445731	1	DLOH	1	0	1	1	1	1.46127409097841	1	1	HETD	1	0
IIICF_a2	chr1	234912314	234919215	57	0.75	0.086847	3	HET	2	1	1	NA	NA	2.12576229586728	0.753163847671366	2	NEUT	1	1
IIICF_a2	chr1	234919280	249203562	2971	1	-1.090015	1	DLOH	1	0	1	1	1	0.925248183121181	1	1	HETD	1	0
IIICF_a2	chr2	38938	11797319	9446	0.6875	0.153848	3	HET	2	1	1	NA	NA	2.22809319923185	0.689763904880183	2	NEUT	1	1
IIICF_a2	chr2	11802886	11818963	23	0.608696	0.674075	5	GAIN	3	1	2	1	1	3.20716917614212	0.609607762969577	3	GAIN	2	1
IIICF_a2	chr2	11820910	11870305	65	0.615385	0.937688	8	BCNA	4	2	2	1	1	3.85554022680319	0.616190108426913	4	AMP	2	2
IIICF_a2	chr2	11888819	12599787	725	0.681818	0.191377	3	HET	2	1	1	NA	NA	2.28752228716421	0.683956266336721	2	NEUT	1	1
IIICF_a2	chr2	12600007	12887702	199	0.606061	0.400057	5	GAIN	3	1	2	1	1	2.64771700643272	0.607138641751961	3	GAIN	2	1
IIICF_a2	chr2	12890860	12908727	27	0.695652	0.122852	3	HET	2	1	1	NA	NA	2.18016183471671	0.698066269876601	2	NEUT	1	1
IIICF_a2	chr2	12910044	13029614	97	0.555556	0.75682	5	GAIN	3	1	2	1	1	3.39808007849117	0.555995832803558	3	GAIN	2	1
IIICF_a2	chr2	13032007	13111488	111	0.682927	1.335372	11	UBCNA	5	2	3	1	1	5.0877939802611	0.683894249583808	5	HLAMP	3	2
IIICF_a2	chr2	13124571	17639377	2801	0.566667	0.726374	5	GAIN	3	1	2	1	1	3.32655809805428	0.567206145588872	3	GAIN	2	1
IIICF_a2	chr2	17641617	18500010	354	0.6	1.085918	8	BCNA	4	2	2	1	1	4.27565548974949	0.600629198316448	4	AMP	2	2
IIICF_a2	chr2	18513570	18529866	29	0.651163	1.365633	11	UBCNA	5	2	3	1	1	5.19620945763161	0.651945616698335	5	HLAMP	3	2
IIICF_a2	chr2	18530979	18566435	85	0.622642	1.101844	8	BCNA	4	2	2	1	1	4.3234148166033	0.623405137112196	4	AMP	2	2
IIICF_a2	chr2	18571059	18656377	52	0.632456	1.264789	11	UBCNA	5	2	3	1	1	4.8435831382249	0.633191690475899	5	HLAMP	3	2
IIICF_a2	chr2	18663811	23328712	2226	0.61064	1.087834	8	BCNA	4	2	2	1	1	4.28137338377538	0.611335215296157	4	AMP	2	2
IIICF_a2	chr2	23330063	23749830	245	0.566667	0.73278	5	GAIN	3	1	2	1	1	3.34148157915791	0.5672037376962	3	GAIN	2	1
IIICF_a2	chr2	23750353	23772007	41	0.615385	0.938357	8	BCNA	4	2	2	1	1	3.85734099295373	0.616189732569034	4	AMP	2	2
IIICF_a2	chr2	23781787	23798940	26	0.6225	1.29161	11	UBCNA	5	2	3	1	1	4.93497676211196	0.623167792032829	5	HLAMP	3	2
IIICF_a2	chr2	23800169	25478453	983	0.571429	0.620345	5	GAIN	3	1	2	1	1	3.08893858783678	0.572051093341121	3	GAIN	2	1
IIICF_a2	chr2	25481149	25843801	64	0.610434	0.994936	8	BCNA	4	2	2	1	1	4.0126980471501	0.611174383239771	4	AMP	2	2
IIICF_a2	chr2	25871959	26248175	272	0.583333	0.589157	5	GAIN	3	1	2	1	1	3.02230357881662	0.58407476986879	3	GAIN	2	1
IIICF_a2	chr2	26251361	29398788	1056	0.617647	1.016578	8	BCNA	4	2	2	1	1	4.07375326397746	0.618423920162525	4	AMP	2	2
IIICF_a2	chr2	29401012	29419591	24	0.630682	1.297533	11	UBCNA	5	2	3	1	1	4.95538968422245	0.631391460493516	5	HLAMP	3	2
IIICF_a2	chr2	29420315	29759240	497	0.611111	1.088114	8	BCNA	4	2	2	1	1	4.28220962029194	0.611809038521691	4	AMP	2	2
IIICF_a2	chr2	29759715	30069500	142	0.607378	1.203954	11	UBCNA	5	2	3	1	1	4.64247630706329	0.608000237056368	5	HLAMP	3	2
IIICF_a2	chr2	30070044	30979487	784	0.605662	1.080824	8	BCNA	4	2	2	1	1	4.26049041269164	0.606329189942841	4	AMP	2	2
IIICF_a2	chr2	30980940	31069485	57	0.64	1.280895	11	UBCNA	5	2	3	1	1	4.8982610423982	0.640768911517293	5	HLAMP	3	2
IIICF_a2	chr2	31080602	33169899	931	0.609756	1.099381	8	BCNA	4	2	2	1	1	4.31599419769819	0.610440128488182	4	AMP	2	2
IIICF_a2	chr2	33173703	33269937	95	0.68	1.389837	11	UBCNA	5	2	3	1	1	5.28457645257167	0.680916331416153	5	HLAMP	3	2
IIICF_a2	chr2	33280119	33289213	13	0.684211	1.549556	15	BCNA	6	3	3	1	1	5.90638883499983	0.685050042157362	6	HLAMP	3	3
IIICF_a2	chr2	33290980	33408934	150	0.684056	1.316589	11	UBCNA	5	2	3	1	1	5.02163539377501	0.685042041195237	5	HLAMP	3	2
IIICF_a2	chr2	33410088	33466483	71	0.674419	1.453912	15	BCNA	6	3	3	1	1	5.52579431860099	0.675268159618599	6	HLAMP	3	3
IIICF_a2	chr2	33496107	34063796	592	0.68313	1.323	11	UBCNA	5	2	3	1	1	5.04411983787217	0.684106707125482	5	HLAMP	3	2
IIICF_a2	chr2	34065316	34079160	27	0.765625	1.363472	10	ASCNA	5	1	4	1	1	5.18839166172573	0.767002293352384	5	HLAMP	4	1
IIICF_a2	chr2	34079738	35817759	1115	0.678571	1.379108	11	UBCNA	5	2	3	1	1	5.24522268788025	0.679486877217975	5	HLAMP	3	2
IIICF_a2	chr2	35820598	35849874	60	0.684698	1.500382	15	BCNA	6	3	3	1	1	5.70756142332766	0.68556856630799	6	HLAMP	3	3
IIICF_a2	chr2	35850036	35869932	33	0.692308	1.312347	11	UBCNA	5	2	3	1	1	5.0068128273677	0.693341299577149	5	HLAMP	3	2
IIICF_a2	chr2	35870307	35879597	67	0.675676	1.4857	15	BCNA	6	3	3	1	1	5.64949895327271	0.6765125516468	6	HLAMP	3	3
IIICF_a2	chr2	35879880	35889123	79	0.652174	1.201831	11	UBCNA	5	2	3	1	1	4.63561012926554	0.653057128316158	5	HLAMP	3	2
IIICF_a2	chr2	35890190	35899835	47	0.692308	1.501043	15	BCNA	6	3	3	1	1	5.71018938621911	0.693214018562164	6	HLAMP	3	3
IIICF_a2	chr2	35900183	35959941	140	0.686887	1.393457	11	UBCNA	5	2	3	1	1	5.29792071157042	0.687835994935743	5	HLAMP	3	2
IIICF_a2	chr2	35960108	35969555	27	0.675	1.526801	14	UBCNA	6	2	4	1	1	5.81353977817049	0.67580981843118	6	HLAMP	4	2
IIICF_a2	chr2	36000275	36090025	183	0.666667	1.378065	11	UBCNA	5	2	3	1	1	5.24141256928629	0.667522443890609	5	HLAMP	3	2
IIICF_a2	chr2	36090439	36140364	92	0.673944	1.45933	15	BCNA	6	3	3	1	1	5.54668651775035	0.674787657337348	6	HLAMP	3	3
IIICF_a2	chr2	36141182	36160839	45	0.681818	1.388375	11	UBCNA	5	2	3	1	1	5.27919662629127	0.682744529592928	5	HLAMP	3	2
IIICF_a2	chr2	36163832	36369808	172	0.615385	1.140522	8	BCNA	4	2	2	1	1	4.4416223123014	0.616083872553459	4	AMP	2	2
IIICF_a2	chr2	36371417	37711232	691	0.666667	0.242617	3	HET	2	1	1	NA	NA	2.37120058575448	0.668557913146485	2	NEUT	1	1
IIICF_a2	chr2	37743834	37949670	139	0.684211	0.442446	5	GAIN	3	1	2	1	1	2.72746805793834	0.686027963251288	3	GAIN	2	1
IIICF_a2	chr2	37960037	37968349	287	0.828571	0.002377	3	HET	2	1	1	NA	NA	2.00334229895189	0.832983292807601	2	NEUT	1	1
IIICF_a2	chr2	37968399	37969765	50	0.943651	0.002377	2	NLOH	2	0	2	1	1	2.00334229895189	0.949608671603352	2	NEUT	2	0
IIICF_a2	chr2	37969854	37979928	361	0.842105	-0.046232	3	HET	2	1	1	NA	NA	1.93607644163336	0.846858649729804	2	NEUT	1	1
IIICF_a2	chr2	37979979	37980046	7	0.972973	0.136476	2	NLOH	2	0	2	1	1	2.20110282859364	0.9787537777705	2	NEUT	2	0
IIICF_a2	chr2	37980075	38009280	740	0.846154	0.136476	3	HET	2	1	1	NA	NA	2.20110282859364	0.850384768666223	2	NEUT	1	1
IIICF_a2	chr2	38012224	38107130	170	0.692308	0.3691	5	GAIN	3	1	2	1	1	2.59093703745064	0.694304782439173	3	GAIN	2	1
IIICF_a2	chr2	38109038	39879662	801	0.6875	0.262073	3	HET	2	1	1	NA	NA	2.40376014750078	0.689598458563966	2	NEUT	1	1
IIICF_a2	chr2	39880004	41119764	914	0.7	0.389291	5	GAIN	3	1	2	1	1	2.62783215349388	0.702047493963636	3	GAIN	2	1
IIICF_a2	chr2	41120697	41144193	42	0.728736	0.30983	3	HET	2	1	1	NA	NA	2.4855680264421	0.731211706318894	2	NEUT	1	1
IIICF_a2	chr2	41148179	41619639	629	0.6875	0.372398	5	GAIN	3	1	2	1	1	2.59692826208782	0.689442368274427	3	GAIN	2	1
IIICF_a2	chr2	41620001	41769956	293	0.681818	0.30184	3	HET	2	1	1	NA	NA	2.47169180790874	0.683796940855608	2	NEUT	1	1
IIICF_a2	chr2	41805820	41958618	121	0.692308	0.347888	5	GAIN	3	1	2	1	1	2.55272842510303	0.694334669788493	3	GAIN	2	1
IIICF_a2	chr2	41964864	44079671	1465	0.6875	0.247047	3	HET	2	1	1	NA	NA	2.37857561862832	0.689620677193417	2	NEUT	1	1
IIICF_a2	chr2	44080130	44089934	70	0.65	0.424428	5	GAIN	3	1	2	1	1	2.69328229858879	0.651498302965088	3	GAIN	2	1
IIICF_a2	chr2	44100063	45417002	1096	0.692308	0.238001	3	HET	2	1	1	NA	NA	2.36353995569306	0.694496893640204	2	NEUT	1	1
IIICF_a2	chr2	45422439	45539839	162	0.705882	0.370659	5	GAIN	3	1	2	1	1	2.59376744678851	0.708017391943159	3	GAIN	2	1
IIICF_a2	chr2	45542306	45999075	109	0.703704	0.258205	3	HET	2	1	1	NA	NA	2.39725204288776	0.705989999422181	2	NEUT	1	1
IIICF_a2	chr2	46008680	46122357	164	0.708333	0.388932	5	GAIN	3	1	2	1	1	2.62717163197543	0.710466339027308	3	GAIN	2	1
IIICF_a2	chr2	46125865	48907638	1823	0.6875	0.257841	3	HET	2	1	1	NA	NA	2.39664049237432	0.68960469241561	2	NEUT	1	1
